years_of_experience,loss_tolerance,panic_behavior,financial_behavior,engagement_level,investment_goal,target_amount,lump_sum_investment,monthly_investment,timeframe,income,risk_score
3,wait_and_see,yes_sometimes,save_half,monthly,save for a car,20160,228,107,5,medium,56.1
4,buy_more,no_experience,save_half,quarterly,buy a house,58777,9919,108,8,medium,68.1
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,13446,999,69,8,medium,67.0
5,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,23176,15135,165,5,high,63.6
5,wait_and_see,no_experience,save_half,monthly,buy a house,275278,42031,2672,8,high,73.8
15,buy_more,no_never,invest_all,daily,wealth building,138677,35165,338,20,high,100.0
1,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,33076,1596,497,4,medium,39.4
1,sell_immediately,yes_always,spend_it,rarely,vacation,10919,2709,52,2,medium,11.1
6,buy_more,no_experience,save_half,weekly,retirement,644387,6899,4191,12,high,100.0
6,buy_more,yes_sometimes,save_half,quarterly,save for a car,39277,7525,220,5,medium,66.1
3,wait_and_see,no_experience,save_half,quarterly,save for a car,29496,6954,109,8,medium,60.9
8,wait_and_see,no_experience,invest_all,weekly,wealth building,143744,45959,137,12,high,98.8
5,buy_more,no_experience,invest_all,quarterly,buy a house,129903,17936,823,8,medium,74.0
2,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,12970,1259,252,1,medium,29.5
2,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,20974,4562,55,4,medium,35.9
4,buy_more,yes_sometimes,invest_all,monthly,save for a car,19721,9169,50,8,medium,77.2
8,buy_more,no_experience,save_half,monthly,wealth building,525355,263364,1189,12,high,92.8
10,wait_and_see,no_experience,invest_all,weekly,wealth building,203727,71587,415,15,medium,92.9
12,wait_and_see,no_experience,save_half,monthly,retirement,960973,127131,2830,15,high,95.8
3,buy_more,no_experience,save_half,monthly,buy a house,123678,18083,1865,5,high,79.0
6,wait_and_see,no_experience,invest_all,monthly,buy a house,103991,9175,481,5,medium,75.1
0,wait_and_see,no_experience,save_all,rarely,emergency fund,8178,439,78,4,medium,30.9
4,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,70915,27164,315,7,medium,67.8
3,wait_and_see,yes_sometimes,save_half,monthly,buy a house,138776,18712,780,8,medium,65.3
6,buy_more,yes_sometimes,invest_all,monthly,buy a house,130307,44301,912,5,medium,93.0
15,buy_more,no_never,invest_all,daily,wealth building,140873,54869,567,20,high,100.0
3,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,121165,35980,377,8,medium,63.4
25,buy_more,no_never,invest_all,daily,wealth building,246695,30811,1012,25,high,100.0
0,wait_and_see,no_experience,save_all,rarely,emergency fund,3685,86,27,3,low,16.7
25,buy_more,no_never,invest_all,weekly,wealth building,519571,12394,1120,25,high,100.0
20,buy_more,no_never,invest_all,daily,wealth building,294249,197898,614,25,high,100.0
0,sell_immediately,yes_sometimes,save_all,rarely,emergency fund,20187,603,262,2,medium,9.6
3,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,24382,224,309,2,medium,33.8
1,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,6098,1121,149,1,low,10.0
12,buy_more,no_experience,invest_all,weekly,retirement,388303,167421,1367,10,medium,100.0
2,wait_and_see,no_experience,save_all,quarterly,save for a car,17759,4672,196,4,medium,47.3
20,buy_more,no_never,invest_all,daily,wealth building,497670,105817,416,30,high,100.0
2,sell_immediately,yes_always,spend_it,quarterly,emergency fund,14563,521,124,2,low,3.2
2,sell_immediately,yes_always,save_all,rarely,emergency fund,4002,748,61,1,low,3.3
2,wait_and_see,no_experience,save_half,rarely,emergency fund,9403,1301,125,4,medium,38.3
1,wait_and_see,yes_always,spend_it,quarterly,vacation,7479,818,104,2,low,18.6
0,sell_immediately,no_experience,save_half,rarely,emergency fund,11236,1930,200,2,medium,14.5
2,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,14046,2932,28,4,low,39.7
3,buy_more,no_experience,invest_all,monthly,save for a car,39901,25835,242,8,high,90.0
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,14024,3808,29,7,medium,58.4
0,sell_immediately,no_experience,save_half,quarterly,save for a car,21697,2451,114,3,medium,38.6
12,wait_and_see,no_never,invest_all,weekly,wealth building,249923,4868,1165,10,high,100.0
3,wait_and_see,no_experience,save_all,quarterly,save for a car,22816,3091,177,4,low,46.8
2,wait_and_see,no_experience,save_all,rarely,save for a car,9441,7,76,3,low,31.3
12,wait_and_see,no_experience,save_half,weekly,retirement,322113,16389,974,15,medium,93.8
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,46362,544,253,7,medium,60.1
4,buy_more,yes_sometimes,save_half,monthly,save for a car,38015,6837,202,8,medium,70.4
0,sell_immediately,yes_sometimes,save_all,quarterly,vacation,12028,296,340,1,medium,13.0
1,wait_and_see,no_experience,save_half,rarely,save for a car,13669,2409,126,2,low,40.5
5,wait_and_see,no_experience,save_half,quarterly,buy a house,254381,21021,1120,8,high,69.6
6,wait_and_see,no_never,invest_all,weekly,wealth building,268881,100746,826,10,high,100.0
0,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,32458,5589,369,3,medium,52.2
4,buy_more,yes_sometimes,save_half,monthly,buy a house,62414,17425,151,8,medium,69.4
3,wait_and_see,no_experience,save_half,quarterly,buy a house,117231,38263,446,8,medium,67.1
4,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,32410,9921,96,5,medium,51.7
5,buy_more,yes_sometimes,save_half,quarterly,save for a car,33278,22663,260,5,high,72.7
0,sell_immediately,yes_sometimes,save_half,quarterly,save for a car,17877,3533,55,4,medium,34.0
10,wait_and_see,no_experience,save_half,weekly,retirement,661547,161324,2174,12,high,95.2
5,buy_more,yes_sometimes,save_half,monthly,buy a house,136347,12278,587,8,medium,75.1
12,buy_more,no_never,invest_all,weekly,retirement,628412,226898,1143,10,medium,100.0
6,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,85698,14750,442,8,medium,66.3
6,wait_and_see,no_never,save_half,monthly,wealth building,41768,23275,89,10,medium,78.2
2,wait_and_see,yes_always,spend_it,rarely,emergency fund,19580,7730,595,1,medium,15.7
5,wait_and_see,no_experience,save_half,monthly,buy a house,180306,31641,1920,5,high,75.2
0,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,21406,2528,94,2,low,21.5
8,buy_more,no_never,invest_all,weekly,retirement,1053857,19681,5033,10,high,100.0
6,wait_and_see,yes_sometimes,save_half,monthly,save for a car,22333,3123,96,5,medium,55.6
3,wait_and_see,yes_sometimes,save_half,quarterly,emergency fund,10904,200,201,2,low,45.6
0,sell_immediately,yes_always,spend_it,quarterly,vacation,4530,866,87,1,medium,11.1
3,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,27775,1124,93,8,medium,52.5
4,buy_more,yes_sometimes,save_half,monthly,buy a house,78835,11495,311,8,medium,76.4
12,buy_more,no_experience,save_half,weekly,retirement,997862,116915,5784,10,high,100.0
3,wait_and_see,yes_sometimes,save_all,rarely,save for a car,20321,4351,79,3,low,38.6
6,buy_more,yes_sometimes,save_half,monthly,save for a car,29706,13880,107,5,medium,73.3
6,buy_more,yes_sometimes,save_half,monthly,save for a car,32402,5967,107,7,medium,72.3
6,wait_and_see,no_experience,save_half,monthly,save for a car,32229,15187,88,8,high,75.0
1,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,15465,537,169,4,low,36.7
0,wait_and_see,yes_always,save_all,quarterly,emergency fund,13213,727,268,2,low,13.8
1,wait_and_see,no_experience,save_all,quarterly,save for a car,18522,3505,152,3,medium,43.4
2,wait_and_see,yes_always,spend_it,rarely,vacation,6151,81,165,1,low,5.7
12,buy_more,no_never,save_half,monthly,wealth building,357678,212190,1735,12,high,100.0
1,sell_immediately,no_experience,save_all,rarely,save for a car,12422,3991,91,3,low,22.6
8,buy_more,no_experience,save_half,monthly,wealth building,152689,12464,300,12,medium,84.0
4,wait_and_see,no_experience,save_half,quarterly,buy a house,83669,29428,364,7,medium,65.2
6,wait_and_see,no_never,save_half,monthly,retirement,310972,16517,957,12,medium,84.6
0,sell_immediately,yes_always,spend_it,quarterly,emergency fund,20896,781,687,1,medium,10.4
3,buy_more,no_experience,invest_all,quarterly,buy a house,60530,4221,667,5,medium,83.5
3,buy_more,yes_sometimes,invest_all,monthly,buy a house,126057,78428,543,8,high,88.6
25,buy_more,no_never,invest_all,daily,retirement,610008,327014,1861,20,high,100.0
15,buy_more,no_never,invest_all,weekly,retirement,703254,218811,685,30,high,100.0
1,sell_immediately,yes_sometimes,save_all,quarterly,save for a car,18777,1529,200,4,medium,42.3
6,buy_more,yes_sometimes,save_half,quarterly,save for a car,24823,2150,162,5,medium,68.7
0,sell_immediately,yes_sometimes,save_all,rarely,vacation,6616,2362,116,1,low,8.9
15,buy_more,no_never,invest_all,daily,retirement,1053235,80857,2656,25,high,100.0
2,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,17909,2752,471,2,medium,31.9
3,buy_more,yes_sometimes,save_half,monthly,buy a house,110931,8715,317,8,medium,75.4
6,buy_more,no_experience,save_half,monthly,save for a car,27159,5586,187,5,medium,75.5
20,buy_more,no_never,invest_all,weekly,wealth building,508426,199356,403,20,high,100.0
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,142820,30257,416,8,medium,66.1
5,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,115103,10510,850,8,high,67.8
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,259028,67986,984,7,high,78.1
25,buy_more,no_never,invest_all,weekly,retirement,317022,13097,1240,25,high,100.0
2,sell_immediately,yes_always,spend_it,rarely,vacation,5138,81,80,2,low,4.8
3,wait_and_see,yes_sometimes,save_half,monthly,save for a car,30795,8794,136,5,medium,60.4
3,sell_immediately,no_experience,save_half,rarely,save for a car,13155,1475,100,3,low,34.0
5,wait_and_see,yes_sometimes,save_half,monthly,save for a car,30941,1095,139,8,medium,61.3
20,buy_more,no_never,invest_all,daily,wealth building,172732,49037,246,20,high,100.0
6,wait_and_see,no_experience,invest_all,quarterly,save for a car,30792,3097,138,5,medium,68.6
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,20429,792,58,8,medium,65.8
5,wait_and_see,no_experience,save_half,quarterly,save for a car,39467,16681,156,8,medium,54.4
3,wait_and_see,yes_sometimes,save_all,quarterly,emergency fund,5156,63,28,4,low,32.1
8,wait_and_see,no_never,save_half,weekly,wealth building,96097,17484,288,12,medium,91.5
4,wait_and_see,yes_sometimes,invest_all,monthly,save for a car,45832,1255,265,8,high,71.5
6,buy_more,no_experience,save_half,weekly,retirement,660973,77923,4266,10,high,96.1
0,sell_immediately,yes_always,save_all,quarterly,emergency fund,14121,2766,236,2,medium,10.5
3,wait_and_see,no_experience,invest_all,monthly,save for a car,46895,5034,406,8,high,77.8
10,wait_and_see,no_experience,invest_all,monthly,retirement,235740,34709,480,15,medium,93.3
4,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,53733,888,300,8,high,65.8
6,wait_and_see,no_experience,save_half,quarterly,buy a house,205860,55251,1715,7,high,68.7
3,wait_and_see,yes_sometimes,invest_all,quarterly,save for a car,15979,2988,50,8,medium,60.5
3,sell_immediately,yes_sometimes,save_all,quarterly,emergency fund,10300,1929,64,2,medium,26.4
0,sell_immediately,no_experience,save_half,rarely,emergency fund,14032,224,58,4,low,18.0
4,wait_and_see,no_experience,save_half,monthly,save for a car,28653,466,243,8,high,71.0
4,buy_more,yes_sometimes,invest_all,monthly,buy a house,100572,16828,350,7,medium,77.4
6,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,39364,10784,194,7,medium,62.9
6,wait_and_see,no_experience,save_half,monthly,wealth building,371510,190171,1926,12,high,84.9
0,wait_and_see,no_experience,save_all,rarely,emergency fund,7113,1201,123,3,medium,27.3
0,sell_immediately,no_experience,save_half,rarely,save for a car,32795,4903,104,4,medium,25.5
6,wait_and_see,no_experience,save_half,weekly,wealth building,118280,30056,263,10,high,84.3
3,sell_immediately,yes_sometimes,save_half,rarely,save for a car,13693,3268,116,3,low,36.2
6,wait_and_see,no_experience,save_half,weekly,wealth building,74268,10178,304,10,medium,77.0
10,buy_more,no_experience,invest_all,monthly,wealth building,259598,98178,364,12,high,100.0
3,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,14962,752,134,4,low,25.8
3,wait_and_see,no_experience,save_all,quarterly,emergency fund,13341,1955,84,3,low,30.5
5,buy_more,no_experience,save_half,quarterly,save for a car,31485,13498,103,8,medium,67.8
8,buy_more,no_experience,invest_all,weekly,retirement,420774,191541,1910,10,high,100.0
5,wait_and_see,no_experience,invest_all,quarterly,buy a house,79803,28166,181,8,medium,71.0
3,sell_immediately,yes_sometimes,save_half,rarely,save for a car,8108,1446,48,2,low,33.7
3,buy_more,yes_sometimes,invest_all,quarterly,save for a car,34988,19207,247,8,high,79.4
12,wait_and_see,no_experience,save_half,weekly,wealth building,445532,4414,3269,12,high,100.0
6,buy_more,no_experience,save_half,monthly,retirement,406706,10166,883,12,medium,85.7
4,buy_more,no_experience,save_half,quarterly,save for a car,20589,2161,69,8,medium,68.1
2,sell_immediately,yes_always,spend_it,quarterly,vacation,9429,1892,102,2,medium,17.8
6,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,166929,8760,1341,8,high,84.8
5,wait_and_see,yes_sometimes,invest_all,monthly,buy a house,96836,10668,373,7,medium,69.5
1,sell_immediately,yes_sometimes,save_all,quarterly,vacation,4263,566,38,1,low,12.1
1,sell_immediately,no_experience,save_half,rarely,save for a car,16715,1649,323,2,low,36.4
3,buy_more,yes_sometimes,invest_all,quarterly,save for a car,31620,5880,163,8,high,77.9
2,wait_and_see,yes_sometimes,save_all,quarterly,save for a car,25900,6022,194,2,medium,37.7
6,buy_more,no_experience,save_half,quarterly,save for a car,35913,8670,173,7,high,72.6
3,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,12279,2227,27,8,medium,55.8
4,wait_and_see,yes_sometimes,save_half,quarterly,buy a house,75773,24811,378,5,medium,55.8
2,wait_and_see,yes_sometimes,save_all,rarely,vacation,5020,211,119,1,low,19.3
2,sell_immediately,yes_sometimes,spend_it,rarely,emergency fund,8410,607,124,2,medium,10.9
5,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,116607,7183,471,8,medium,60.6
0,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,4344,1170,54,1,low,5.8
25,buy_more,no_never,invest_all,daily,retirement,602707,34516,2367,30,high,100.0
12,wait_and_see,no_experience,save_half,monthly,retirement,289848,7592,789,10,medium,75.7
0,sell_immediately,no_experience,save_half,quarterly,save for a car,23315,885,304,2,medium,35.5
0,wait_and_see,no_experience,save_all,rarely,emergency fund,24017,1819,305,2,medium,22.5
1,sell_immediately,yes_sometimes,save_all,rarely,vacation,4949,248,97,2,low,13.9
1,wait_and_see,no_experience,save_all,quarterly,emergency fund,13417,3042,52,4,low,29.5
1,sell_immediately,yes_sometimes,save_half,rarely,save for a car,34888,1033,400,4,medium,32.2
3,sell_immediately,yes_sometimes,save_half,rarely,emergency fund,8979,2619,83,2,low,28.1
3,wait_and_see,no_experience,save_half,monthly,save for a car,23086,9863,48,8,medium,59.8
1,wait_and_see,yes_sometimes,save_half,quarterly,save for a car,13829,1130,272,2,medium,50.4
0,sell_immediately,yes_sometimes,spend_it,rarely,vacation,4136,17,148,1,low,4.7
8,buy_more,no_never,save_half,monthly,retirement,279878,103261,662,12,medium,93.4
6,wait_and_see,no_experience,invest_all,quarterly,buy a house,80620,26145,354,7,medium,77.7
1,wait_and_see,yes_sometimes,save_all,rarely,emergency fund,6289,248,46,2,low,16.3
4,wait_and_see,no_experience,invest_all,monthly,buy a house,177862,60496,689,5,high,80.7
10,buy_more,no_experience,save_half,weekly,wealth building,338442,275862,942,15,high,100.0
3,wait_and_see,yes_sometimes,invest_all,quarterly,buy a house,115772,43177,603,7,high,77.2
12,wait_and_see,no_experience,invest_all,monthly,wealth building,151094,20295,637,12,high,99.2
6,buy_more,no_never,invest_all,weekly,wealth building,186812,35141,1389,12,high,100.0
0,sell_immediately,yes_sometimes,spend_it,quarterly,emergency fund,10089,618,183,2,low,9.9
4,wait_and_see,yes_sometimes,save_half,monthly,save for a car,46898,28249,411,5,high,71.1
3,wait_and_see,no_experience,save_half,quarterly,buy a house,149892,46869,635,8,high,68.4
6,wait_and_see,no_experience,invest_all,weekly,retirement,482891,88727,1942,10,medium,96.0
3,buy_more,no_experience,invest_all,monthly,buy a house,89642,6731,538,8,medium,85.1
0,wait_and_see,yes_always,spend_it,quarterly,vacation,8368,6,161,2,medium,19.8
12,wait_and_see,no_never,invest_all,weekly,wealth building,114813,28902,280,15,medium,100.0
6,wait_and_see,no_experience,save_half,quarterly,buy a house,91487,9037,323,8,medium,69.0
2,sell_immediately,yes_always,save_all,quarterly,vacation,10417,23,144,2,medium,14.1
3,buy_more,no_experience,invest_all,quarterly,save for a car,36043,8058,216,8,medium,76.8
3,buy_more,yes_sometimes,save_half,monthly,save for a car,43972,12939,129,7,high,72.4
12,wait_and_see,no_never,invest_all,weekly,wealth building,190770,7255,796,15,high,100.0
2,sell_immediately,no_experience,save_all,rarely,save for a car,27516,4688,153,3,medium,28.2
12,buy_more,no_experience,save_half,monthly,wealth building,213986,43389,570,15,medium,91.6
12,buy_more,no_experience,invest_all,weekly,retirement,1089263,597038,2313,12,high,100.0
